model,stem,cls,conf,rel_area,best_iou,kind
YOLO11s,Norway__Norway_006168,D10,0.3452,0.003166,0.58,TP
YOLO11s,Norway__Norway_006168,D00,0.2756,0.001348,0.6156,TP
YOLO11s,Norway__Norway_006168,D00,0.2502,0.010331,0.82,FP_classification
YOLO11s,Norway__Norway_006222,D00,0.5985,0.003633,0.5858,TP
YOLO11s,Norway__Norway_006222,D00,0.2803,0.003412,0.0,FP_background
YOLO11s,Norway__Norway_006235,D00,0.3832,0.011025,0.7666,TP
YOLO11s,Norway__Norway_006235,D00,0.2999,0.005008,0.4024,FP_localization
YOLO11s,Norway__Norway_006235,D00,0.2756,0.069621,0.1422,FP_localization
YOLO11s,Norway__Norway_006235,D00,0.2702,0.005035,0.7971,TP
YOLO11s,Norway__Norway_006235,D00,0.2581,0.062328,0.1597,FP_localization
YOLO11s,Norway__Norway_006235,D00,0.2429,0.016699,0.7101,FP_duplicate
YOLO11s,Norway__Norway_006236,D00,0.5391,0.014626,0.6378,TP
YOLO11s,Norway__Norway_006239,D00,0.3314,0.010166,0.0,FP_background
YOLO11s,Norway__Norway_006261,D00,0.6688,0.011592,0.7402,TP
YOLO11s,Norway__Norway_006271,D00,0.7028,0.004036,0.8472,TP
YOLO11s,Norway__Norway_006271,D00,0.351,0.015119,0.3943,FP_localization
YOLO11s,Norway__Norway_006319,D00,0.6826,0.00884,0.9449,TP
YOLO11s,Norway__Norway_006319,D00,0.6599,0.00743,0.9045,TP
YOLO11s,Norway__Norway_006319,D00,0.2861,0.00044,0.0,FP_background
YOLO11s,Norway__Norway_006323,D00,0.6761,0.012481,0.7461,TP
YOLO11s,Norway__Norway_006323,D00,0.5784,0.047119,0.3631,FP_localization
YOLO11s,Norway__Norway_006323,D00,0.3512,0.033989,0.2945,FP_localization
YOLO11s,Norway__Norway_006331,D20,0.6519,0.039955,0.4574,FP_localization
YOLO11s,Norway__Norway_006331,D00,0.5229,0.008592,0.4215,FP_localization
YOLO11s,Norway__Norway_006331,D00,0.3244,0.004829,0.2265,FP_localization
YOLO11s,Norway__Norway_006331,D20,0.2382,0.073775,0.7505,TP
YOLO11s,Norway__Norway_006338,D00,0.3245,0.001839,0.8267,TP
YOLO11s,Norway__Norway_006338,D00,0.2745,0.001727,0.0,FP_background
YOLO11s,Norway__Norway_006338,D00,0.2704,0.001923,0.607,TP
YOLO11s,Norway__Norway_006349,D00,0.36,0.001376,0.7262,TP
YOLO11s,Norway__Norway_006360,D00,0.6048,0.002021,0.6487,TP
YOLO11s,Norway__Norway_006360,D00,0.4101,0.003962,0.8437,TP
YOLO11s,Norway__Norway_006360,D00,0.3567,0.000451,0.4467,FP_localization
YOLO11s,Norway__Norway_006360,D00,0.3476,0.010077,0.4269,FP_localization
YOLO11s,Norway__Norway_006360,D00,0.3145,0.000889,0.6651,TP
YOLO11s,Norway__Norway_006369,D00,0.4862,0.068534,0.2163,FP_localization
YOLO11s,Norway__Norway_006379,D20,0.4846,0.031043,0.448,FP_localization
YOLO11s,Norway__Norway_006404,D00,0.4786,0.008651,0.6825,TP
YOLO11s,Norway__Norway_006404,D10,0.3961,0.020779,0.6164,TP
YOLO11s,Norway__Norway_006417,D00,0.286,0.000586,0.5863,TP
YOLO11s,Norway__Norway_006417,D00,0.258,0.00851,0.6952,TP
YOLO11s,Norway__Norway_006467,D00,0.4204,0.004624,0.0,FP_background
YOLO11s,Norway__Norway_006480,D00,0.7114,0.007091,0.8981,TP
YOLO11s,Norway__Norway_006480,D00,0.6015,0.004204,0.7982,TP
YOLO11s,Norway__Norway_006480,D00,0.5339,0.004095,0.6265,TP
YOLO11s,Norway__Norway_006482,D00,0.2866,0.005357,0.4374,FP_localization
YOLO11s,Norway__Norway_006482,D00,0.2396,0.007723,0.3088,FP_localization
YOLO11s,Norway__Norway_006528,D00,0.6851,0.002006,0.4846,FP_localization
YOLO11s,Norway__Norway_006528,D00,0.3344,0.042699,0.2216,FP_localization
YOLO11s,Norway__Norway_006550,D00,0.483,0.052949,0.9467,TP
YOLO11s,Norway__Norway_006550,D00,0.3141,0.001528,0.0357,FP_background
YOLO11s,Norway__Norway_006556,D00,0.5805,0.026549,0.9404,TP
YOLO11s,Norway__Norway_006556,D00,0.5184,0.003091,0.5935,TP
YOLO11s,Norway__Norway_006556,D00,0.4818,0.006091,0.8835,TP
YOLO11s,Norway__Norway_006556,D00,0.4642,0.005879,0.2319,FP_localization
YOLO11s,Norway__Norway_006556,D00,0.4439,0.000785,0.558,TP
YOLO11s,Norway__Norway_006556,D00,0.426,0.012584,0.7267,TP
YOLO11s,Norway__Norway_006556,D00,0.4102,0.005337,0.2111,FP_localization
YOLO11s,Norway__Norway_006556,D00,0.3699,0.003469,0.1389,FP_localization
YOLO11s,Norway__Norway_006556,D00,0.3417,0.038117,0.3381,FP_localization
YOLO11s,Norway__Norway_006556,D00,0.3244,0.018823,0.4859,FP_localization
YOLO11s,Norway__Norway_006556,D00,0.2665,0.005714,0.3625,FP_localization
YOLO11s,Norway__Norway_006556,D00,0.2405,0.001128,0.2461,FP_localization
YOLO11s,Norway__Norway_006559,D00,0.4879,0.009134,0.1828,FP_localization
YOLO11s,Norway__Norway_006559,D00,0.4106,0.001089,0.166,FP_localization
YOLO11s,Norway__Norway_006598,D00,0.2771,0.000532,0.0,FP_background
YOLO11s,Norway__Norway_006605,D20,0.6899,0.096732,0.8606,TP
YOLO11s,Norway__Norway_006627,D00,0.5244,0.004466,0.816,TP
YOLO11s,Norway__Norway_006627,D00,0.3234,0.005244,0.1015,FP_localization
YOLO11s,Norway__Norway_006627,D10,0.298,0.027763,0.6708,TP
YOLO11s,Norway__Norway_006647,D10,0.4841,0.06415,0.4585,FP_localization
YOLO11s,Norway__Norway_006647,D10,0.3276,0.040049,0.6753,TP
YOLO11s,Norway__Norway_006711,D00,0.6484,0.003611,0.7982,TP
YOLO11s,Norway__Norway_006711,D00,0.3981,0.00897,0.0,FP_background
YOLO11s,Norway__Norway_006711,D00,0.2728,0.00072,0.0321,FP_background
YOLO11s,Norway__Norway_006711,D00,0.2701,0.00148,0.0706,FP_background
YOLO11s,Norway__Norway_006711,D00,0.2658,0.001835,0.0,FP_background
YOLO11s,Norway__Norway_006739,D00,0.815,0.026224,0.909,TP
YOLO11s,Norway__Norway_006739,D00,0.5912,0.013529,0.6657,TP
YOLO11s,Norway__Norway_006739,D00,0.4702,0.069342,0.4597,FP_localization
YOLO11s,Norway__Norway_006739,D00,0.2575,0.007508,0.5602,FP_duplicate
YOLO11s,Norway__Norway_006820,D10,0.3011,0.008236,0.2932,FP_localization
YOLO11s,Norway__Norway_006823,D00,0.5783,0.02378,0.0,FP_background
YOLO11s,Norway__Norway_006823,D10,0.4032,0.005297,0.5905,TP
YOLO11s,Norway__Norway_006825,D00,0.7704,0.019348,0.9017,TP
YOLO11s,Norway__Norway_006825,D00,0.5553,0.023683,0.2617,FP_localization
YOLO11s,Norway__Norway_006825,D00,0.4536,0.008445,0.8727,TP
YOLO11s,Norway__Norway_006825,D00,0.3886,0.000855,0.7131,TP
YOLO11s,Norway__Norway_006825,D00,0.3523,0.005208,0.75,TP
YOLO11s,Norway__Norway_006825,D10,0.2889,0.005901,0.6487,TP
YOLO11s,Norway__Norway_006825,D10,0.2692,0.007477,0.547,TP
YOLO11s,Norway__Norway_006855,D00,0.2803,0.03953,0.0,FP_background
YOLO11s,Norway__Norway_006897,D00,0.2581,0.004921,0.0,FP_background
YOLO11s,Norway__Norway_006935,D10,0.2541,0.0303,0.5715,TP
YOLO11s,Norway__Norway_006937,D00,0.6243,0.00588,0.5796,TP
YOLO11s,Norway__Norway_006937,D00,0.4097,0.008341,0.7176,FP_duplicate
YOLO11s,Norway__Norway_006937,D00,0.3097,0.038151,0.7199,TP
YOLO11s,Norway__Norway_006937,D00,0.2497,0.052532,0.8551,FP_duplicate
YOLO11s,Norway__Norway_006942,D00,0.5433,0.012305,0.7155,TP
YOLO11s,Norway__Norway_006942,D00,0.4561,0.007222,0.6994,TP
YOLO11s,Norway__Norway_006942,D00,0.2779,0.002039,0.2544,FP_localization
YOLO11s,Norway__Norway_006942,D00,0.2489,0.049854,0.9043,TP
YOLO11s,Norway__Norway_006973,D00,0.67,0.028198,0.7487,TP
YOLO11s,Norway__Norway_006973,D00,0.54,0.058561,0.8447,TP
YOLO11s,Norway__Norway_006973,D00,0.4789,0.015718,0.4412,FP_localization
YOLO11s,Norway__Norway_006973,D00,0.3395,0.019292,0.348,FP_localization
YOLO11s,Norway__Norway_006973,D00,0.244,0.002478,0.0375,FP_background
YOLO11s,Norway__Norway_006994,D00,0.2373,0.000448,0.0,FP_background
YOLO11s,Norway__Norway_007040,D00,0.3667,0.00244,0.7855,TP
YOLO11s,Norway__Norway_007047,D00,0.6185,0.026614,0.8734,TP
YOLO11s,Norway__Norway_007053,D00,0.6831,0.061077,0.6815,TP
YOLO11s,Norway__Norway_007099,D00,0.382,0.045318,0.9244,TP
YOLO11s,Norway__Norway_007124,D00,0.5984,0.012453,0.0,FP_background
YOLO11s,Norway__Norway_007124,D00,0.3656,0.001729,0.0,FP_background
YOLO11s,Norway__Norway_007124,D00,0.3096,0.082871,0.0,FP_background
YOLO11s,Norway__Norway_007129,D00,0.2438,0.000556,0.0,FP_background
YOLO11s,Norway__Norway_007138,D00,0.5786,0.041546,0.7103,TP
YOLO11s,Norway__Norway_007138,D00,0.2512,0.060498,0.7749,FP_duplicate
YOLO11s,Norway__Norway_007142,D00,0.4427,0.01983,0.7936,TP
YOLO11s,Norway__Norway_007148,D00,0.4162,0.000354,0.7105,TP
YOLO11s,Norway__Norway_007148,D00,0.3869,0.001248,0.651,TP
YOLO11s,Norway__Norway_007158,D00,0.3638,0.009984,0.0,FP_background
YOLO11s,Norway__Norway_007224,D10,0.2668,0.02722,0.0,FP_background
YOLO11s,Norway__Norway_007231,D00,0.3439,0.004503,0.5754,FP_classification
YOLO11s,Norway__Norway_007264,D00,0.606,0.019277,0.3454,FP_localization
YOLO11s,Norway__Norway_007264,D00,0.5214,0.0018,0.6853,TP
YOLO11s,Norway__Norway_007264,D00,0.388,0.031898,0.9403,TP
YOLO11s,Norway__Norway_007267,D00,0.3786,0.019673,0.3485,FP_localization
YOLO11s,Norway__Norway_007267,D00,0.29,0.018868,0.5167,TP
YOLO11s,Norway__Norway_007292,D00,0.701,0.00183,0.756,TP
YOLO11s,Norway__Norway_007292,D10,0.5312,0.003727,0.7677,TP
YOLO11s,Norway__Norway_007292,D00,0.3947,0.001513,0.369,FP_localization
YOLO11s,Norway__Norway_007292,D00,0.3548,0.003653,0.5818,TP
YOLO11s,Norway__Norway_007292,D00,0.3491,0.001159,0.2365,FP_localization
YOLO11s,Norway__Norway_007292,D10,0.2913,0.003952,0.3903,FP_localization
YOLO11s,Norway__Norway_007292,D00,0.2688,0.010012,0.3519,FP_localization
YOLO11s,Norway__Norway_007292,D00,0.266,0.003971,0.7077,TP
YOLO11s,Norway__Norway_007329,D00,0.3638,0.000944,0.0817,FP_background
YOLO11s,Norway__Norway_007329,D00,0.3577,0.00238,0.2082,FP_localization
YOLO11s,Norway__Norway_007329,D40,0.2584,0.001035,0.3373,FP_localization
YOLO11s,Norway__Norway_007329,D40,0.2503,0.000777,0.4495,FP_localization
YOLO11s,Norway__Norway_007355,D00,0.5977,0.005542,0.6837,TP
YOLO11s,Norway__Norway_007356,D00,0.5014,0.001641,0.2657,FP_localization
YOLO11s,Norway__Norway_007356,D00,0.4282,0.003521,0.7411,TP
YOLO11s,Norway__Norway_007356,D00,0.276,0.002131,0.4749,FP_localization
YOLO11s,Norway__Norway_007372,D00,0.7366,0.007003,0.935,TP
YOLO11s,Norway__Norway_007372,D00,0.6842,0.00653,0.6595,TP
YOLO11s,Norway__Norway_007372,D00,0.4683,0.003486,0.8528,TP
YOLO11s,Norway__Norway_007372,D00,0.4289,0.003706,0.7611,TP
YOLO11s,Norway__Norway_007372,D00,0.3132,0.002006,0.4561,FP_localization
YOLO11s,Norway__Norway_007372,D00,0.251,0.001321,0.2788,FP_localization
YOLO11s,Norway__Norway_007373,D00,0.246,0.001257,0.0,FP_background
YOLO11s,Norway__Norway_007398,D00,0.6561,0.00252,0.7284,TP
YOLO11s,Norway__Norway_007417,D00,0.6993,0.008963,0.8656,TP
YOLO11s,Norway__Norway_007428,D00,0.5621,0.002407,0.6103,TP
YOLO11s,Norway__Norway_007498,D20,0.7769,0.127362,0.871,TP
YOLO11s,Norway__Norway_007520,D00,0.2645,0.018698,0.7165,TP
YOLO11s,Norway__Norway_007520,D00,0.2611,0.010194,0.2489,FP_localization
YOLO11s,Norway__Norway_007535,D20,0.467,0.005265,0.5892,TP
YOLO11s,Norway__Norway_007536,D00,0.3563,0.016988,0.0,FP_background
YOLO11s,Norway__Norway_007589,D00,0.494,0.042399,0.8069,TP
YOLO11s,Norway__Norway_007589,D00,0.3376,0.052543,0.6242,FP_duplicate
YOLO11s,Norway__Norway_007704,D00,0.7728,0.007187,0.8848,TP
YOLO11s,Norway__Norway_007704,D00,0.4898,0.045049,0.8724,TP
YOLO11s,Norway__Norway_007704,D00,0.3246,0.001992,0.0392,FP_background
YOLO11s,Norway__Norway_007707,D00,0.3462,0.009697,0.0,FP_background
YOLO11s,Norway__Norway_007707,D00,0.242,0.012186,0.0,FP_background
YOLO11s,Norway__Norway_007718,D00,0.6581,0.032746,0.9634,TP
YOLO11s,Norway__Norway_007718,D00,0.5295,0.001419,0.6708,TP
YOLO11s,Norway__Norway_007718,D00,0.4366,0.033328,0.2896,FP_localization
YOLO11s,Norway__Norway_007718,D00,0.3139,0.013841,0.361,FP_localization
YOLO11s,Norway__Norway_007718,D00,0.2955,0.006511,0.2011,FP_localization
YOLO11s,Norway__Norway_007718,D00,0.2629,0.008401,0.0,FP_background
YOLO11s,Norway__Norway_007780,D00,0.5897,0.059902,0.9346,TP
YOLO11s,Norway__Norway_007784,D00,0.3264,0.003219,0.0,FP_background
YOLO11s,Norway__Norway_007799,D00,0.5156,0.030348,0.8895,TP
YOLO11s,Norway__Norway_007799,D00,0.4553,0.0048,0.9038,TP
YOLO11s,Norway__Norway_007799,D00,0.4547,0.000578,0.6604,TP
YOLO11s,Norway__Norway_007799,D00,0.4511,0.002135,0.5891,TP
YOLO11s,Norway__Norway_007799,D00,0.3902,0.00205,0.3619,FP_localization
YOLO11s,Norway__Norway_007799,D00,0.3815,0.001788,0.3226,FP_localization
YOLO11s,Norway__Norway_007799,D00,0.3754,0.002657,0.5032,TP
YOLO11s,Norway__Norway_007799,D00,0.3746,0.001228,0.5729,TP
YOLO11s,Norway__Norway_007799,D00,0.2852,0.00104,0.6112,FP_duplicate
YOLO11s,Norway__Norway_007799,D00,0.2699,0.001716,0.7766,TP
YOLO11s,Norway__Norway_007799,D00,0.2681,0.004392,0.6141,TP
YOLO11s,Norway__Norway_007799,D40,0.2614,0.001189,0.7182,TP
YOLO11s,Norway__Norway_007799,D00,0.2576,0.001246,0.4642,FP_localization
YOLO11s,Norway__Norway_007799,D00,0.2446,0.002481,0.2144,FP_localization
YOLO11s,Norway__Norway_007824,D40,0.3193,0.001062,0.9019,TP
YOLO11s,Norway__Norway_007828,D10,0.3021,0.018879,0.0,FP_background
YOLO11s,Norway__Norway_007861,D00,0.3036,0.051257,0.1079,FP_localization
YOLO11s,Norway__Norway_007861,D00,0.2752,0.007642,0.7372,TP
YOLO11s,Norway__Norway_007861,D00,0.2496,0.00189,0.3356,FP_localization
YOLO11s,Norway__Norway_007940,D00,0.5715,0.014053,0.8708,TP
YOLO11s,Norway__Norway_007965,D20,0.5347,0.007494,0.6892,TP
YOLO11s,Norway__Norway_007965,D00,0.5141,0.007611,0.7882,TP
YOLO11s,Norway__Norway_007965,D10,0.3078,0.008664,0.3752,FP_localization
YOLO11s,Norway__Norway_007965,D00,0.2945,0.001632,0.0602,FP_background
YOLO11s,Norway__Norway_007970,D00,0.3865,0.040691,0.0,FP_background
YOLO11s,Norway__Norway_007982,D00,0.5207,0.008469,0.8624,TP
YOLO11s,Norway__Norway_007982,D00,0.4777,0.002039,0.6724,TP
YOLO11s,Norway__Norway_007982,D00,0.4065,0.005499,0.7298,TP
YOLO11s,Norway__Norway_007982,D00,0.271,0.003682,0.3637,FP_localization
YOLO11s,Norway__Norway_007982,D00,0.2375,0.026865,0.335,FP_localization
YOLO11s,Norway__Norway_008000,D00,0.6902,0.005757,0.8568,TP
YOLO11s,Norway__Norway_008100,D20,0.3783,0.094104,0.8983,TP
YOLO11s,Norway__Norway_008100,D20,0.3047,0.007807,0.0828,FP_background
YOLO11s,Norway__Norway_008137,D00,0.4845,0.001767,0.8419,TP
YOLO11s,Norway__Norway_008137,D00,0.3626,0.030624,0.3659,FP_localization
YOLO11s,Norway__Norway_008156,D00,0.7183,0.061389,0.9507,TP
YOLO11s,United_States__United_States_000005,D00,0.4774,0.011939,0.8375,TP
YOLO11s,United_States__United_States_000005,D00,0.2749,0.017403,0.5613,FP_duplicate
YOLO11s,United_States__United_States_000009,D00,0.5303,0.008686,0.2939,FP_localization
YOLO11s,United_States__United_States_000009,D00,0.4946,0.004618,0.0559,FP_background
YOLO11s,United_States__United_States_000009,D00,0.3865,0.021221,0.6156,TP
YOLO11s,United_States__United_States_000009,D00,0.3203,0.016171,0.0,FP_background
YOLO11s,United_States__United_States_000022,D00,0.5305,0.050229,0.441,FP_localization
YOLO11s,United_States__United_States_000022,D10,0.4272,0.011504,0.921,TP
YOLO11s,United_States__United_States_000022,D10,0.3418,0.012302,0.6149,TP
YOLO11s,United_States__United_States_000022,D00,0.283,0.026635,0.7704,TP
YOLO11s,United_States__United_States_000023,D00,0.5926,0.025622,0.9404,TP
YOLO11s,United_States__United_States_000023,D10,0.2387,0.005775,0.1312,FP_background
YOLO11s,United_States__United_States_000028,D10,0.5351,0.005611,0.6736,TP
YOLO11s,United_States__United_States_000028,D10,0.3528,0.0068,0.8858,TP
YOLO11s,United_States__United_States_000031,D10,0.6393,0.029535,0.6797,TP
YOLO11s,United_States__United_States_000031,D00,0.4815,0.048542,0.9246,TP
YOLO11s,United_States__United_States_000031,D00,0.4012,0.01829,0.4048,FP_localization
YOLO11s,United_States__United_States_000031,D10,0.3858,0.024171,0.6182,FP_duplicate
YOLO11s,United_States__United_States_000031,D00,0.3192,0.077761,0.5811,TP
YOLO11s,United_States__United_States_000031,D00,0.2819,0.019334,0.0,FP_background
YOLO11s,United_States__United_States_000043,D00,0.382,0.018673,0.2594,FP_localization
YOLO11s,United_States__United_States_000043,D00,0.3672,0.017155,0.9008,TP
YOLO11s,United_States__United_States_000052,D10,0.4605,0.039043,0.6417,TP
YOLO11s,United_States__United_States_000052,D10,0.3515,0.022659,0.4273,FP_localization
YOLO11s,United_States__United_States_000061,D00,0.6805,0.080933,0.9659,TP
YOLO11s,United_States__United_States_000061,D00,0.6383,0.01272,0.875,TP
YOLO11s,United_States__United_States_000061,D00,0.4831,0.024851,0.2966,FP_localization
YOLO11s,United_States__United_States_000061,D00,0.2754,0.020482,0.5511,FP_duplicate
YOLO11s,United_States__United_States_000062,D10,0.4852,0.012646,0.6727,TP
YOLO11s,United_States__United_States_000062,D10,0.3583,0.0139,0.177,FP_background
YOLO11s,United_States__United_States_000062,D00,0.284,0.05035,0.8368,TP
YOLO11s,United_States__United_States_000078,D00,0.5795,0.023702,0.9294,TP
YOLO11s,United_States__United_States_000078,D00,0.5425,0.005221,0.0,FP_background
YOLO11s,United_States__United_States_000078,D10,0.3459,0.005655,0.0,FP_background
YOLO11s,United_States__United_States_000078,D00,0.2781,0.01028,0.0916,FP_background
YOLO11s,United_States__United_States_000078,D10,0.2756,0.005554,0.0,FP_background
YOLO11s,United_States__United_States_000100,D10,0.4656,0.004872,0.8224,TP
YOLO11s,United_States__United_States_000100,D00,0.3038,0.038151,0.4037,FP_localization
YOLO11s,United_States__United_States_000100,D00,0.2668,0.020544,0.7496,TP
YOLO11s,United_States__United_States_000100,D10,0.2415,0.019012,0.5783,TP
YOLO11s,United_States__United_States_000103,D00,0.3814,0.020541,0.8008,TP
YOLO11s,United_States__United_States_000107,D00,0.683,0.005306,0.8936,TP
YOLO11s,United_States__United_States_000107,D00,0.6501,0.005183,0.8233,TP
YOLO11s,United_States__United_States_000107,D10,0.4907,0.005752,0.8467,TP
YOLO11s,United_States__United_States_000107,D00,0.4893,0.009598,0.9056,TP
YOLO11s,United_States__United_States_000107,D00,0.302,0.052564,0.7926,TP
YOLO11s,United_States__United_States_000110,D00,0.5995,0.01137,0.7351,TP
YOLO11s,United_States__United_States_000110,D00,0.5234,0.015869,0.8318,FP_duplicate
YOLO11s,United_States__United_States_000125,D00,0.6181,0.046531,0.349,FP_localization
YOLO11s,United_States__United_States_000125,D00,0.3799,0.042314,0.0,FP_background
YOLO11s,United_States__United_States_000125,D00,0.3704,0.141475,0.7654,TP
YOLO11s,United_States__United_States_000127,D10,0.3528,0.015352,0.7011,TP
YOLO11s,United_States__United_States_000127,D10,0.3001,0.009863,0.8016,TP
YOLO11s,United_States__United_States_000127,D10,0.2428,0.01295,0.6879,FP_duplicate
YOLO11s,United_States__United_States_000129,D00,0.4002,0.010739,0.9587,TP
YOLO11s,United_States__United_States_000132,D00,0.6436,0.022601,0.7453,TP
YOLO11s,United_States__United_States_000158,D00,0.5964,0.023563,0.3635,FP_localization
YOLO11s,United_States__United_States_000158,D00,0.5267,0.088527,0.0776,FP_background
YOLO11s,United_States__United_States_000158,D10,0.3554,0.009975,0.7055,TP
YOLO11s,United_States__United_States_000158,D10,0.315,0.01427,0.7114,FP_duplicate
YOLO11s,United_States__United_States_000171,D00,0.465,0.001825,0.0,FP_background
YOLO11s,United_States__United_States_000171,D00,0.4185,0.004736,0.8863,TP
YOLO11s,United_States__United_States_000171,D00,0.3427,0.011898,0.7808,TP
YOLO11s,United_States__United_States_000171,D00,0.3127,0.00797,0.7027,FP_duplicate
YOLO11s,United_States__United_States_000180,D10,0.6764,0.026648,0.9507,TP
YOLO11s,United_States__United_States_000180,D00,0.644,0.062501,0.8287,TP
YOLO11s,United_States__United_States_000180,D10,0.544,0.007619,0.7825,TP
YOLO11s,United_States__United_States_000180,D10,0.4331,0.027093,0.8315,TP
YOLO11s,United_States__United_States_000180,D00,0.2806,0.103304,0.7727,TP
YOLO11s,United_States__United_States_000180,D00,0.2714,0.016239,0.2353,FP_localization
YOLO11s,United_States__United_States_000191,D00,0.4826,0.023696,0.7682,TP
YOLO11s,United_States__United_States_000191,D00,0.4306,0.013357,0.8856,TP
YOLO11s,United_States__United_States_000191,D00,0.4008,0.008936,0.7516,FP_duplicate
YOLO11s,United_States__United_States_000191,D00,0.3038,0.00429,0.203,FP_localization
YOLO11s,United_States__United_States_000191,D00,0.2738,0.003825,0.022,FP_background
YOLO11s,United_States__United_States_000194,D20,0.5932,0.338126,0.6358,TP
YOLO11s,United_States__United_States_000194,D10,0.2804,0.005853,0.0194,FP_background
YOLO11s,United_States__United_States_000197,D10,0.499,0.02069,0.3872,FP_localization
YOLO11s,United_States__United_States_000197,D00,0.3811,0.006312,0.6121,TP
YOLO11s,United_States__United_States_000197,D00,0.3346,0.010437,0.642,FP_duplicate
YOLO11s,United_States__United_States_000198,D00,0.6544,0.016574,0.6737,TP
YOLO11s,United_States__United_States_000198,D00,0.2601,0.021928,0.0,FP_background
YOLO11s,United_States__United_States_000202,D00,0.666,0.014547,0.9264,TP
YOLO11s,United_States__United_States_000202,D00,0.245,0.008749,0.0,FP_background
YOLO11s,United_States__United_States_000203,D00,0.7709,0.01123,0.9132,TP
YOLO11s,United_States__United_States_000211,D00,0.3332,0.003347,0.0578,FP_background
YOLO11s,United_States__United_States_000213,D00,0.6984,0.157969,0.0857,FP_background
YOLO11s,United_States__United_States_000213,D00,0.4553,0.004633,0.3061,FP_localization
YOLO11s,United_States__United_States_000213,D00,0.4347,0.094085,0.081,FP_background
YOLO11s,United_States__United_States_000213,D10,0.415,0.035566,0.5699,TP
YOLO11s,United_States__United_States_000213,D10,0.3554,0.004712,0.8186,TP
YOLO11s,United_States__United_States_000213,D10,0.3007,0.044846,0.6905,FP_duplicate
YOLO11s,United_States__United_States_000214,D00,0.5868,0.074228,0.3233,FP_localization
YOLO11s,United_States__United_States_000214,D10,0.4035,0.008427,0.9481,TP
YOLO11s,United_States__United_States_000214,D00,0.2553,0.047537,0.2342,FP_localization
YOLO11s,United_States__United_States_000219,D10,0.4881,0.012905,0.8305,TP
YOLO11s,United_States__United_States_000219,D00,0.43,0.002404,0.8579,TP
YOLO11s,United_States__United_States_000219,D10,0.3391,0.009827,0.6291,FP_duplicate
YOLO11s,United_States__United_States_000227,D00,0.2992,0.080296,0.7522,TP
YOLO11s,United_States__United_States_000227,D00,0.2431,0.037233,0.5693,FP_duplicate
YOLO11s,United_States__United_States_000234,D20,0.7302,0.079328,0.9328,TP
YOLO11s,United_States__United_States_000255,D00,0.8121,0.023537,0.9413,TP
YOLO11s,United_States__United_States_000255,D00,0.7176,0.013248,0.9367,TP
YOLO11s,United_States__United_States_000263,D00,0.5347,0.011772,0.3264,FP_localization
YOLO11s,United_States__United_States_000263,D00,0.3738,0.030316,0.0,FP_background
YOLO11s,United_States__United_States_000263,D00,0.3438,0.054248,0.0,FP_background
YOLO11s,United_States__United_States_000263,D00,0.3275,0.045127,0.7319,TP
YOLO11s,United_States__United_States_000263,D10,0.2938,0.011091,0.7875,TP
YOLO11s,United_States__United_States_000263,D00,0.2801,0.005023,0.6336,TP
YOLO11s,United_States__United_States_000279,D00,0.795,0.026766,0.885,TP
YOLO11s,United_States__United_States_000279,D00,0.5205,0.007765,0.9037,TP
YOLO11s,United_States__United_States_000279,D00,0.461,0.004278,0.6442,TP
YOLO11s,United_States__United_States_000279,D10,0.2926,0.061235,0.3658,FP_localization
YOLO11s,United_States__United_States_000279,D10,0.2688,0.022525,0.8343,TP
YOLO11s,United_States__United_States_000281,D00,0.5293,0.002192,0.8144,TP
YOLO11s,United_States__United_States_000281,D10,0.2626,0.003593,0.0,FP_background
YOLO11s,United_States__United_States_000281,D10,0.2592,0.042397,0.4871,FP_localization
YOLO11s,United_States__United_States_000285,D10,0.3309,0.003631,0.0,FP_background
YOLO11s,United_States__United_States_000294,D00,0.4806,0.028354,0.9543,TP
YOLO11s,United_States__United_States_000302,D00,0.5406,0.006934,0.7866,TP
YOLO11s,United_States__United_States_000302,D00,0.5253,0.031748,0.7373,TP
YOLO11s,United_States__United_States_000302,D00,0.4009,0.001781,0.7598,TP
YOLO11s,United_States__United_States_000302,D00,0.3471,0.053602,0.4367,FP_localization
YOLO11s,United_States__United_States_000302,D20,0.3434,0.096201,0.0,FP_background
YOLO11s,United_States__United_States_000319,D00,0.5593,0.084671,0.8114,TP
YOLO11s,United_States__United_States_000319,D00,0.554,0.022826,0.8829,TP
YOLO11s,United_States__United_States_000319,D00,0.5436,0.016292,0.512,TP
YOLO11s,United_States__United_States_000319,D00,0.4851,0.014733,0.1802,FP_localization
YOLO11s,United_States__United_States_000319,D00,0.4734,0.004227,0.8684,TP
YOLO11s,United_States__United_States_000319,D10,0.311,0.001495,0.0371,FP_background
YOLO11s,United_States__United_States_000343,D00,0.5719,0.006032,0.2753,FP_localization
YOLO11s,United_States__United_States_000343,D00,0.3629,0.020592,0.8141,TP
YOLO11s,United_States__United_States_000343,D00,0.3226,0.003109,0.7225,TP
YOLO11s,United_States__United_States_000343,D00,0.2874,0.017986,0.8094,TP
YOLO11s,United_States__United_States_000343,D00,0.2649,0.002302,0.1262,FP_localization
YOLO11s,United_States__United_States_000349,D10,0.3706,0.007591,0.7657,TP
YOLO11s,United_States__United_States_000349,D00,0.359,0.019499,0.527,TP
YOLO11s,United_States__United_States_000349,D00,0.2515,0.025277,0.7437,TP
