model,stem,cls,tp,fp,fn
YOLO11s,United_States__United_States_001075,D00,2,2,1
YOLO11s,United_States__United_States_001075,D10,1,2,0
YOLO11s,United_States__United_States_001079,D00,1,0,0
YOLO11s,United_States__United_States_001079,D10,0,0,1
YOLO11s,United_States__United_States_001084,D00,0,0,3
YOLO11s,United_States__United_States_001088,D00,1,0,0
YOLO11s,United_States__United_States_001095,D00,0,0,1
YOLO11s,United_States__United_States_001095,D10,1,1,0
YOLO11s,United_States__United_States_001100,D00,1,1,0
YOLO11s,United_States__United_States_001100,D10,2,0,0
YOLO11s,United_States__United_States_001100,D20,1,0,0
YOLO11s,United_States__United_States_001102,D00,1,2,1
YOLO11s,United_States__United_States_001102,D10,0,0,1
YOLO11s,United_States__United_States_001105,D00,1,1,1
YOLO11s,United_States__United_States_001112,D00,2,2,0
YOLO11s,United_States__United_States_001115,D00,1,1,1
YOLO11s,United_States__United_States_001118,D00,0,1,1
YOLO11s,United_States__United_States_001119,D00,1,1,0
YOLO11s,United_States__United_States_001119,D10,0,1,2
YOLO11s,United_States__United_States_001119,D40,0,1,0
YOLO11s,United_States__United_States_001121,D00,0,1,0
YOLO11s,United_States__United_States_001121,D10,0,1,0
YOLO11s,United_States__United_States_001121,D20,1,0,0
YOLO11s,United_States__United_States_001137,D00,1,0,0
YOLO11s,United_States__United_States_001138,D00,0,1,3
YOLO11s,United_States__United_States_001138,D10,0,0,1
YOLO11s,United_States__United_States_001142,D20,1,0,0
YOLO11s,United_States__United_States_001147,D00,0,1,0
YOLO11s,United_States__United_States_001147,D10,0,1,2
YOLO11s,United_States__United_States_001147,D20,0,0,1
YOLO11s,United_States__United_States_001160,D00,1,2,0
YOLO11s,United_States__United_States_001162,D00,1,2,0
YOLO11s,United_States__United_States_001162,D20,0,0,1
YOLO11s,United_States__United_States_001163,D20,1,1,0
YOLO11s,United_States__United_States_001168,D00,0,1,1
YOLO11s,United_States__United_States_001170,D00,0,0,1
YOLO11s,United_States__United_States_001173,D10,2,1,1
YOLO11s,United_States__United_States_001178,D00,3,0,0
YOLO11s,United_States__United_States_001181,D00,1,1,2
YOLO11s,United_States__United_States_001181,D10,0,0,1
YOLO11s,United_States__United_States_001190,D00,1,0,0
YOLO11s,United_States__United_States_001192,D00,0,1,0
YOLO11s,United_States__United_States_001192,D20,1,0,0
YOLO11s,United_States__United_States_001199,D00,1,1,0
YOLO11s,United_States__United_States_001199,D10,0,1,0
YOLO11s,United_States__United_States_001199,D20,0,0,1
YOLO11s,United_States__United_States_001216,D00,1,1,1
YOLO11s,United_States__United_States_001216,D10,3,0,0
YOLO11s,United_States__United_States_001216,D20,1,1,0
YOLO11s,United_States__United_States_001219,D00,1,0,0
YOLO11s,United_States__United_States_001230,D00,1,0,0
YOLO11s,United_States__United_States_001230,D10,0,1,0
YOLO11s,United_States__United_States_001238,D10,1,0,0
YOLO11s,United_States__United_States_001276,D00,1,0,0
YOLO11s,United_States__United_States_001288,D00,0,2,0
YOLO11s,United_States__United_States_001288,D10,0,0,1
YOLO11s,United_States__United_States_001289,D00,0,2,0
YOLO11s,United_States__United_States_001289,D10,1,0,0
YOLO11s,United_States__United_States_001295,D00,1,2,0
YOLO11s,United_States__United_States_001298,D00,2,0,0
YOLO11s,United_States__United_States_001298,D10,1,2,0
YOLO11s,United_States__United_States_001322,D00,1,0,0
YOLO11s,United_States__United_States_001322,D10,1,1,0
YOLO11s,United_States__United_States_001330,D00,1,2,0
YOLO11s,United_States__United_States_001330,D10,1,0,1
YOLO11s,United_States__United_States_001336,D00,2,4,1
YOLO11s,United_States__United_States_001336,D10,0,1,1
YOLO11s,United_States__United_States_001354,D00,0,1,3
YOLO11s,United_States__United_States_001354,D10,0,0,2
YOLO11s,United_States__United_States_001357,D10,0,0,1
YOLO11s,United_States__United_States_001376,D00,2,0,0
YOLO11s,United_States__United_States_001376,D10,0,3,1
YOLO11s,United_States__United_States_001377,D00,1,0,0
YOLO11s,United_States__United_States_001377,D10,1,0,0
YOLO11s,United_States__United_States_001398,D00,3,2,1
YOLO11s,United_States__United_States_001398,D10,0,0,1
YOLO11s,United_States__United_States_001398,D20,0,0,1
YOLO11s,United_States__United_States_001401,D00,1,0,0
YOLO11s,United_States__United_States_001423,D00,1,1,0
YOLO11s,United_States__United_States_001427,D10,1,0,0
YOLO11s,United_States__United_States_001428,D10,0,0,1
YOLO11s,United_States__United_States_001432,D00,1,0,1
YOLO11s,United_States__United_States_001432,D10,1,0,0
YOLO11s,United_States__United_States_001438,D00,2,1,0
YOLO11s,United_States__United_States_001438,D10,1,0,0
YOLO11s,United_States__United_States_001453,D00,1,2,0
YOLO11s,United_States__United_States_001453,D10,0,0,1
YOLO11s,United_States__United_States_001460,D00,1,1,0
YOLO11s,United_States__United_States_001460,D10,0,1,1
YOLO11s,United_States__United_States_001481,D00,0,2,1
YOLO11s,United_States__United_States_001481,D10,0,0,1
YOLO11s,United_States__United_States_001483,D00,1,0,1
YOLO11s,United_States__United_States_001483,D10,0,0,1
YOLO11s,United_States__United_States_001497,D00,0,0,1
YOLO11s,United_States__United_States_001497,D10,0,1,0
YOLO11s,United_States__United_States_001499,D00,2,0,0
YOLO11s,United_States__United_States_001502,D00,1,0,0
YOLO11s,United_States__United_States_001511,D00,0,1,1
YOLO11s,United_States__United_States_001511,D10,1,1,0
YOLO11s,United_States__United_States_001513,D00,0,1,1
YOLO11s,United_States__United_States_001518,D00,1,1,1
YOLO11s,United_States__United_States_001518,D10,0,0,1
YOLO11s,United_States__United_States_001523,D00,1,3,1
YOLO11s,United_States__United_States_001523,D10,3,0,0
YOLO11s,United_States__United_States_001524,D10,0,1,1
YOLO11s,United_States__United_States_001535,D00,1,1,0
YOLO11s,United_States__United_States_001536,D00,2,1,0
YOLO11s,United_States__United_States_001553,D00,1,1,0
YOLO11s,United_States__United_States_001557,D00,0,1,0
YOLO11s,United_States__United_States_001557,D10,0,0,1
YOLO11s,United_States__United_States_001570,D10,1,0,0
YOLO11s,United_States__United_States_001572,D00,1,0,1
YOLO11s,United_States__United_States_001573,D00,1,0,1
YOLO11s,United_States__United_States_001575,D00,1,0,0
YOLO11s,United_States__United_States_001575,D10,2,3,0
YOLO11s,United_States__United_States_001578,D00,1,0,0
YOLO11s,United_States__United_States_001578,D10,3,1,1
YOLO11s,United_States__United_States_001585,D20,1,0,0
YOLO11s,United_States__United_States_001589,D00,1,0,0
YOLO11s,United_States__United_States_001589,D10,0,1,0
YOLO11s,United_States__United_States_001591,D00,1,0,0
YOLO11s,United_States__United_States_001594,D00,0,0,1
YOLO11s,United_States__United_States_001614,D00,1,2,0
YOLO11s,United_States__United_States_001614,D10,2,0,0
YOLO11s,United_States__United_States_001616,D10,1,0,1
YOLO11s,United_States__United_States_001616,D20,1,1,0
YOLO11s,United_States__United_States_001618,D00,1,0,0
YOLO11s,United_States__United_States_001639,D00,1,2,1
YOLO11s,United_States__United_States_001639,D10,0,1,0
YOLO11s,United_States__United_States_001654,D00,0,0,1
YOLO11s,United_States__United_States_001654,D10,0,1,1
YOLO11s,United_States__United_States_001656,D00,2,0,0
YOLO11s,United_States__United_States_001661,D00,2,0,0
YOLO11s,United_States__United_States_001666,D00,0,1,1
YOLO11s,United_States__United_States_001669,D00,1,0,0
YOLO11s,United_States__United_States_001669,D10,1,0,0
YOLO11s,United_States__United_States_001671,D00,2,0,0
YOLO11s,United_States__United_States_001677,D00,1,0,0
YOLO11s,United_States__United_States_001681,D00,0,0,1
YOLO11s,United_States__United_States_001681,D10,0,0,2
YOLO11s,United_States__United_States_001681,D20,1,1,0
YOLO11s,United_States__United_States_001695,D00,1,0,1
YOLO11s,United_States__United_States_001700,D00,2,2,0
YOLO11s,United_States__United_States_001700,D10,0,0,1
YOLO11s,United_States__United_States_001707,D00,2,2,0
YOLO11s,United_States__United_States_001707,D10,1,1,3
YOLO11s,United_States__United_States_001711,D10,1,1,0
YOLO11s,United_States__United_States_001720,D20,1,0,0
YOLO11s,United_States__United_States_001721,D10,1,0,0
YOLO11s,United_States__United_States_001722,D00,2,1,0
YOLO11s,United_States__United_States_001722,D10,1,1,3
YOLO11s,United_States__United_States_001723,D10,0,0,1
YOLO11s,United_States__United_States_001738,D00,1,0,0
YOLO11s,United_States__United_States_001743,D00,1,0,0
YOLO11s,United_States__United_States_001762,D00,2,1,0
YOLO11s,United_States__United_States_001768,D00,0,0,1
YOLO11s,United_States__United_States_001768,D10,1,0,0
YOLO11s,United_States__United_States_001772,D00,0,2,1
YOLO11s,United_States__United_States_001772,D10,0,3,1
YOLO11s,United_States__United_States_001775,D00,0,2,0
YOLO11s,United_States__United_States_001775,D10,1,0,0
YOLO11s,United_States__United_States_001779,D00,2,2,1
YOLO11s,United_States__United_States_001779,D10,1,0,0
YOLO11s,United_States__United_States_001779,D20,1,0,0
YOLO11s,United_States__United_States_001786,D00,2,1,0
YOLO11s,United_States__United_States_001786,D10,2,0,0
YOLO11s,United_States__United_States_001786,D20,0,1,0
YOLO11s,United_States__United_States_001788,D00,0,0,1
YOLO11s,United_States__United_States_001788,D10,3,0,1
YOLO11s,United_States__United_States_001788,D20,0,1,0
YOLO11s,United_States__United_States_001796,D00,1,1,0
YOLO11s,United_States__United_States_001796,D10,1,1,0
YOLO11s,United_States__United_States_001822,D00,1,0,2
YOLO11s,United_States__United_States_001822,D10,0,0,1
YOLO11s,United_States__United_States_001822,D20,0,1,0
YOLO11s,United_States__United_States_001823,D10,1,0,0
YOLO11s,United_States__United_States_001825,D00,0,1,0
YOLO11s,United_States__United_States_001825,D10,1,1,0
YOLO11s,United_States__United_States_001828,D00,2,0,0
YOLO11s,United_States__United_States_001833,D00,1,0,0
YOLO11s,United_States__United_States_001840,D00,2,1,0
YOLO11s,United_States__United_States_001847,D00,0,0,1
YOLO11s,United_States__United_States_001847,D10,1,0,0
YOLO11s,United_States__United_States_001852,D10,2,2,0
YOLO11s,United_States__United_States_001877,D00,4,2,3
YOLO11s,United_States__United_States_001877,D10,0,1,1
YOLO11s,United_States__United_States_001879,D10,0,0,1
YOLO11s,United_States__United_States_001879,D20,2,0,0
YOLO11s,United_States__United_States_001880,D00,1,0,0
YOLO11s,United_States__United_States_001880,D10,1,3,0
YOLO11s,United_States__United_States_001886,D00,2,2,0
YOLO11s,United_States__United_States_001886,D10,2,2,0
YOLO11s,United_States__United_States_001886,D20,1,0,0
YOLO11s,United_States__United_States_001896,D00,1,2,1
YOLO11s,United_States__United_States_001896,D20,0,1,2
YOLO11s,United_States__United_States_001907,D00,2,0,0
YOLO11s,United_States__United_States_001907,D10,2,1,2
YOLO11s,United_States__United_States_001910,D00,1,2,0
YOLO11s,United_States__United_States_001917,D10,0,1,2
YOLO11s,United_States__United_States_001926,D00,2,1,0
YOLO11s,United_States__United_States_001926,D10,1,0,0
YOLO11s,United_States__United_States_001942,D00,0,0,1
YOLO11s,United_States__United_States_001943,D00,1,0,0
YOLO11s,United_States__United_States_001944,D00,1,1,0
YOLO11s,United_States__United_States_001949,D00,1,0,1
YOLO11s,United_States__United_States_001961,D00,1,2,0
YOLO11s,United_States__United_States_001961,D10,0,1,1
YOLO11s,United_States__United_States_001964,D00,2,0,1
YOLO11s,United_States__United_States_001964,D10,0,1,0
YOLO11s,United_States__United_States_001978,D00,1,1,0
YOLO11s,United_States__United_States_001981,D00,1,2,0
YOLO11s,United_States__United_States_001991,D00,1,0,0
YOLO11s,United_States__United_States_001997,D00,1,0,1
YOLO11s,United_States__United_States_001997,D10,1,0,0
YOLO11s,United_States__United_States_002009,D00,2,1,1
YOLO11s,United_States__United_States_002009,D10,1,1,0
YOLO11s,United_States__United_States_002009,D20,0,1,0
YOLO11s,United_States__United_States_002017,D00,1,1,0
YOLO11s,United_States__United_States_002017,D10,0,1,0
YOLO11s,United_States__United_States_002021,D00,1,1,1
YOLO11s,United_States__United_States_002021,D20,0,1,0
YOLO11s,United_States__United_States_002030,D00,1,0,1
YOLO11s,United_States__United_States_002030,D10,1,1,1
YOLO11s,United_States__United_States_002030,D20,0,0,1
YOLO11s,United_States__United_States_002032,D20,1,0,0
YOLO11s,United_States__United_States_002035,D20,1,0,0
YOLO11s,United_States__United_States_002035,D40,1,0,0
YOLO11s,United_States__United_States_002044,D00,1,0,0
YOLO11s,United_States__United_States_002048,D00,2,1,0
YOLO11s,United_States__United_States_002048,D10,2,0,0
YOLO11s,United_States__United_States_002061,D00,2,0,0
YOLO11s,United_States__United_States_002061,D10,0,0,1
YOLO11s,United_States__United_States_002064,D00,1,1,0
YOLO11s,United_States__United_States_002064,D10,0,1,0
YOLO11s,United_States__United_States_002064,D20,0,1,0
YOLO11s,United_States__United_States_002076,D00,1,2,0
YOLO11s,United_States__United_States_002076,D10,0,1,0
YOLO11s,United_States__United_States_002084,D00,1,1,1
YOLO11s,United_States__United_States_002088,D00,1,0,0
YOLO11s,United_States__United_States_002089,D00,1,0,0
YOLO11s,United_States__United_States_002089,D10,0,0,2
YOLO11s,United_States__United_States_002095,D00,4,1,0
YOLO11s,United_States__United_States_002095,D10,0,0,1
YOLO11s,United_States__United_States_002099,D00,0,2,1
YOLO11s,United_States__United_States_002099,D10,0,0,1
YOLO11s,United_States__United_States_002100,D10,3,1,0
YOLO11s,United_States__United_States_002100,D20,0,0,1
YOLO11s,United_States__United_States_002102,D00,0,2,0
YOLO11s,United_States__United_States_002102,D20,0,0,1
YOLO11s,United_States__United_States_002109,D00,1,1,1
YOLO11s,United_States__United_States_002126,D00,0,1,0
YOLO11s,United_States__United_States_002126,D10,1,1,0
YOLO11s,United_States__United_States_002131,D00,1,0,0
YOLO11s,United_States__United_States_002131,D10,1,0,0
YOLO11s,United_States__United_States_002138,D00,3,1,1
YOLO11s,United_States__United_States_002138,D10,0,1,0
YOLO11s,United_States__United_States_002139,D00,2,0,0
YOLO11s,United_States__United_States_002139,D10,0,0,1
YOLO11s,United_States__United_States_002143,D00,0,1,1
YOLO11s,United_States__United_States_002143,D10,0,1,0
YOLO11s,United_States__United_States_002144,D00,1,2,1
YOLO11s,United_States__United_States_002144,D20,0,0,1
YOLO11s,United_States__United_States_002148,D00,1,2,0
YOLO11s,United_States__United_States_002148,D10,0,1,1
YOLO11s,United_States__United_States_002154,D10,0,3,1
YOLO11s,United_States__United_States_002161,D00,1,2,0
YOLO11s,United_States__United_States_002161,D10,1,3,3
YOLO11s,United_States__United_States_002166,D00,1,0,0
YOLO11s,United_States__United_States_002166,D10,1,0,0
YOLO11s,United_States__United_States_002168,D00,3,0,0
YOLO11s,United_States__United_States_002184,D00,1,1,0
YOLO11s,United_States__United_States_002184,D10,2,1,0
YOLO11s,United_States__United_States_002186,D00,2,1,0
YOLO11s,United_States__United_States_002190,D00,1,1,1
YOLO11s,United_States__United_States_002196,D20,0,1,2
YOLO11s,United_States__United_States_002208,D20,1,1,0
YOLO11s,United_States__United_States_002208,D40,0,1,0
YOLO11s,United_States__United_States_002209,D00,3,1,2
YOLO11s,United_States__United_States_002217,D00,0,2,0
YOLO11s,United_States__United_States_002217,D10,1,1,0
YOLO11s,United_States__United_States_002233,D00,1,0,0
YOLO11s,United_States__United_States_002243,D10,0,0,1
YOLO11s,United_States__United_States_002245,D00,2,4,1
YOLO11s,United_States__United_States_002245,D10,1,0,0
YOLO11s,United_States__United_States_002246,D00,3,2,0
YOLO11s,United_States__United_States_002246,D10,1,0,0
YOLO11s,United_States__United_States_002249,D00,2,1,0
YOLO11s,United_States__United_States_002249,D10,1,1,1
YOLO11s,United_States__United_States_002255,D00,0,2,1
YOLO11s,United_States__United_States_002255,D10,0,0,1
YOLO11s,United_States__United_States_002258,D00,0,1,0
YOLO11s,United_States__United_States_002258,D20,1,0,0
YOLO11s,United_States__United_States_002265,D00,0,1,1
YOLO11s,United_States__United_States_002265,D20,1,0,0
YOLO11s,United_States__United_States_002272,D00,0,1,0
YOLO11s,United_States__United_States_002272,D10,1,0,0
YOLO11s,United_States__United_States_002272,D20,0,0,1
YOLO11s,United_States__United_States_002283,D00,1,1,1
YOLO11s,United_States__United_States_002292,D00,2,1,1
YOLO11s,United_States__United_States_002292,D10,1,0,0
YOLO11s,United_States__United_States_002294,D00,1,0,0
YOLO11s,United_States__United_States_002299,D00,1,0,1
YOLO11s,United_States__United_States_002302,D10,1,2,0
YOLO11s,United_States__United_States_002303,D00,1,0,0
YOLO11s,United_States__United_States_002303,D10,2,0,0
YOLO11s,United_States__United_States_002309,D00,0,1,3
YOLO11s,United_States__United_States_002309,D20,0,1,1
YOLO11s,United_States__United_States_002312,D00,0,1,1
YOLO11s,United_States__United_States_002312,D10,1,0,0
YOLO11s,United_States__United_States_002315,D00,0,1,1
YOLO11s,United_States__United_States_002315,D20,0,1,0
YOLO11s,United_States__United_States_002322,D00,3,4,0
YOLO11s,United_States__United_States_002327,D00,1,1,0
YOLO11s,United_States__United_States_002327,D10,0,3,1
YOLO11s,United_States__United_States_002328,D00,1,2,0
YOLO11s,United_States__United_States_002332,D20,1,0,0
YOLO11s,United_States__United_States_002334,D00,0,1,1
YOLO11s,United_States__United_States_002337,D00,0,3,2
YOLO11s,United_States__United_States_002337,D10,0,1,0
YOLO11s,United_States__United_States_002339,D00,1,1,0
YOLO11s,United_States__United_States_002359,D00,0,2,0
YOLO11s,United_States__United_States_002359,D10,1,0,0
YOLO11s,United_States__United_States_002361,D00,1,0,0
YOLO11s,United_States__United_States_002368,D00,2,1,2
YOLO11s,United_States__United_States_002370,D00,2,0,0
YOLO11s,United_States__United_States_002370,D10,0,0,1
YOLO11s,United_States__United_States_002388,D00,1,0,0
YOLO11s,United_States__United_States_002388,D10,1,0,1
YOLO11s,United_States__United_States_002390,D00,1,1,0
YOLO11s,United_States__United_States_002391,D10,1,1,0
YOLO11s,United_States__United_States_002394,D10,1,0,0
YOLO11s,United_States__United_States_002403,D00,1,0,0
YOLO11s,United_States__United_States_002403,D10,0,0,1
YOLO11s,United_States__United_States_002403,D20,1,1,0
YOLO11s,United_States__United_States_002405,D00,2,1,0
YOLO11s,United_States__United_States_002405,D10,0,2,2
YOLO11s,United_States__United_States_002405,D20,0,0,2
YOLO11s,United_States__United_States_002410,D10,1,3,0
YOLO11s,United_States__United_States_002410,D40,0,0,1
YOLO11s,United_States__United_States_002412,D10,2,1,0
YOLO11s,United_States__United_States_002417,D00,1,1,1
YOLO11s,United_States__United_States_002420,D00,3,0,0
YOLO11s,United_States__United_States_002428,D00,2,1,0
YOLO11s,United_States__United_States_002428,D10,1,0,0
YOLO11s,United_States__United_States_002432,D00,1,0,0
YOLO11s,United_States__United_States_002435,D00,1,1,0
YOLO11s,United_States__United_States_002435,D10,1,0,2
YOLO11s,United_States__United_States_002444,D00,2,0,4
YOLO11s,United_States__United_States_002448,D00,2,1,1
YOLO11s,United_States__United_States_002448,D10,1,0,0
YOLO11s,United_States__United_States_002451,D00,2,2,0
YOLO11s,United_States__United_States_002451,D10,1,0,0
YOLO11s,United_States__United_States_002460,D00,1,1,0
YOLO11s,United_States__United_States_002460,D10,0,2,1
YOLO11s,United_States__United_States_002462,D00,1,1,0
YOLO11s,United_States__United_States_002495,D00,2,0,0
YOLO11s,United_States__United_States_002502,D00,1,0,0
YOLO11s,United_States__United_States_002502,D10,0,1,0
YOLO11s,United_States__United_States_002502,D20,1,0,0
YOLO11s,United_States__United_States_002504,D00,1,0,0
YOLO11s,United_States__United_States_002510,D00,0,1,0
YOLO11s,United_States__United_States_002510,D20,0,0,1
YOLO11s,United_States__United_States_002513,D40,0,0,1
YOLO11s,United_States__United_States_002518,D00,1,0,1
YOLO11s,United_States__United_States_002518,D10,0,1,0
YOLO11s,United_States__United_States_002518,D20,1,1,0
YOLO11s,United_States__United_States_002522,D00,0,1,0
YOLO11s,United_States__United_States_002522,D10,1,0,0
YOLO11s,United_States__United_States_002531,D00,0,1,1
YOLO11s,United_States__United_States_002536,D00,1,1,0
YOLO11s,United_States__United_States_002541,D00,1,3,0
YOLO11s,United_States__United_States_002541,D10,1,1,0
YOLO11s,United_States__United_States_002542,D00,0,1,0
YOLO11s,United_States__United_States_002542,D10,1,2,1
YOLO11s,United_States__United_States_002542,D20,0,1,1
YOLO11s,United_States__United_States_002548,D00,2,0,0
YOLO11s,United_States__United_States_002560,D00,2,2,1
YOLO11s,United_States__United_States_002560,D20,0,1,0
YOLO11s,United_States__United_States_002561,D00,1,1,0
YOLO11s,United_States__United_States_002566,D00,2,1,1
YOLO11s,United_States__United_States_002566,D10,0,1,1
YOLO11s,United_States__United_States_002575,D10,1,0,0
YOLO11s,United_States__United_States_002577,D00,0,2,0
YOLO11s,United_States__United_States_002577,D20,1,0,0
YOLO11s,United_States__United_States_002577,D40,0,0,2
YOLO11s,United_States__United_States_002602,D10,1,0,0
YOLO11s,United_States__United_States_002603,D00,1,0,0
YOLO11s,United_States__United_States_002603,D10,1,1,0
YOLO11s,United_States__United_States_002609,D00,2,0,0
YOLO11s,United_States__United_States_002610,D10,1,1,0
YOLO11s,United_States__United_States_002610,D20,1,1,0
YOLO11s,United_States__United_States_002611,D00,2,0,1
YOLO11s,United_States__United_States_002612,D00,2,0,0
YOLO11s,United_States__United_States_002612,D10,0,0,1
YOLO11s,United_States__United_States_002613,D00,1,0,0
YOLO11s,United_States__United_States_002613,D40,1,0,0
YOLO11s,United_States__United_States_002649,D00,1,1,1
YOLO11s,United_States__United_States_002652,D00,0,0,1
YOLO11s,United_States__United_States_002652,D20,2,0,0
YOLO11s,United_States__United_States_002655,D10,1,1,0
YOLO11s,United_States__United_States_002668,D00,1,0,0
YOLO11s,United_States__United_States_002668,D10,2,1,0
YOLO11s,United_States__United_States_002669,D00,1,0,0
YOLO11s,United_States__United_States_002669,D10,1,0,0
YOLO11s,United_States__United_States_002671,D00,0,0,1
YOLO11s,United_States__United_States_002677,D00,2,1,0
YOLO11s,United_States__United_States_002677,D10,0,1,1
YOLO11s,United_States__United_States_002678,D00,1,0,0
YOLO11s,United_States__United_States_002678,D10,0,1,0
YOLO11s,United_States__United_States_002678,D20,0,2,0
YOLO11s,United_States__United_States_002681,D10,1,0,0
YOLO11s,United_States__United_States_002692,D00,0,1,0
YOLO11s,United_States__United_States_002692,D10,1,0,0
YOLO11s,United_States__United_States_002695,D00,1,0,0
YOLO11s,United_States__United_States_002711,D00,2,1,0
YOLO11s,United_States__United_States_002718,D00,0,1,1
YOLO11s,United_States__United_States_002718,D10,0,0,1
YOLO11s,United_States__United_States_002734,D00,2,0,0
YOLO11s,United_States__United_States_002738,D00,1,0,0
YOLO11s,United_States__United_States_002740,D00,1,3,0
YOLO11s,United_States__United_States_002749,D00,1,0,0
YOLO11s,United_States__United_States_002749,D10,1,0,1
YOLO11s,United_States__United_States_002779,D00,1,2,1
YOLO11s,United_States__United_States_002794,D00,2,0,0
YOLO11s,United_States__United_States_002794,D10,1,0,0
YOLO11s,United_States__United_States_002797,D00,1,0,0
YOLO11s,United_States__United_States_002798,D00,1,1,0
YOLO11s,United_States__United_States_002798,D10,1,0,0
YOLO11s,United_States__United_States_002799,D10,1,2,0
YOLO11s,United_States__United_States_002807,D00,2,1,0
YOLO11s,United_States__United_States_002838,D00,1,0,0
YOLO11s,United_States__United_States_002839,D00,1,0,0
YOLO11s,United_States__United_States_002839,D10,0,0,1
YOLO11s,United_States__United_States_002849,D00,2,2,2
YOLO11s,United_States__United_States_002849,D10,0,0,1
YOLO11s,United_States__United_States_002851,D00,1,2,0
YOLO11s,United_States__United_States_002851,D10,1,0,0
YOLO11s,United_States__United_States_002855,D00,1,0,0
YOLO11s,United_States__United_States_002858,D00,0,0,1
YOLO11s,United_States__United_States_002858,D10,1,1,0
YOLO11s,United_States__United_States_002870,D00,2,0,1
YOLO11s,United_States__United_States_002870,D10,0,1,0
YOLO11s,United_States__United_States_002887,D00,1,0,0
YOLO11s,United_States__United_States_002887,D10,0,0,1
YOLO11s,United_States__United_States_002891,D00,1,1,1
YOLO11s,United_States__United_States_002895,D00,1,2,0
YOLO11s,United_States__United_States_002895,D10,1,1,0
YOLO11s,United_States__United_States_002903,D00,2,1,0
YOLO11s,United_States__United_States_002903,D10,0,1,0
YOLO11s,United_States__United_States_002905,D00,2,2,0
YOLO11s,United_States__United_States_002905,D10,0,1,0
YOLO11s,United_States__United_States_002908,D00,2,0,0
YOLO11s,United_States__United_States_002908,D10,0,2,1
YOLO11s,United_States__United_States_002911,D10,1,1,2
YOLO11s,United_States__United_States_002911,D20,0,0,1
YOLO11s,United_States__United_States_002930,D00,2,1,0
YOLO11s,United_States__United_States_002931,D00,2,2,0
YOLO11s,United_States__United_States_002931,D10,1,0,0
YOLO11s,United_States__United_States_002936,D00,0,2,1
YOLO11s,United_States__United_States_002936,D10,0,0,1
YOLO11s,United_States__United_States_002936,D20,0,0,1
YOLO11s,United_States__United_States_002949,D00,2,0,0
YOLO11s,United_States__United_States_002949,D10,1,0,0
YOLO11s,United_States__United_States_002950,D00,0,0,1
YOLO11s,United_States__United_States_002950,D10,1,0,0
YOLO11s,United_States__United_States_002968,D00,1,1,0
YOLO11s,United_States__United_States_002972,D00,0,0,1
YOLO11s,United_States__United_States_002976,D00,0,1,1
YOLO11s,United_States__United_States_002987,D00,1,1,1
YOLO11s,United_States__United_States_002989,D00,0,1,1
YOLO11s,United_States__United_States_002989,D10,0,0,1
YOLO11s,United_States__United_States_002994,D00,0,0,1
YOLO11s,United_States__United_States_002994,D10,0,1,0
YOLO11s,United_States__United_States_002994,D20,0,0,1
YOLO11s,United_States__United_States_002995,D00,1,2,0
YOLO11s,United_States__United_States_002996,D00,1,1,0
YOLO11s,United_States__United_States_002996,D10,0,1,0
YOLO11s,United_States__United_States_003012,D00,1,1,0
YOLO11s,United_States__United_States_003012,D10,2,1,1
YOLO11s,United_States__United_States_003026,D00,1,2,1
YOLO11s,United_States__United_States_003026,D10,0,1,1
YOLO11s,United_States__United_States_003033,D00,1,2,0
YOLO11s,United_States__United_States_003033,D10,1,1,0
YOLO11s,United_States__United_States_003036,D00,1,0,0
YOLO11s,United_States__United_States_003036,D10,0,0,1
YOLO11s,United_States__United_States_003037,D00,2,1,2
YOLO11s,United_States__United_States_003037,D10,1,1,1
YOLO11s,United_States__United_States_003037,D40,0,0,1
YOLO11s,United_States__United_States_003047,D00,1,0,1
YOLO11s,United_States__United_States_003047,D10,1,6,2
YOLO11s,United_States__United_States_003055,D00,1,3,0
YOLO11s,United_States__United_States_003059,D00,0,2,3
YOLO11s,United_States__United_States_003059,D10,1,2,1
YOLO11s,United_States__United_States_003061,D10,1,2,0
YOLO11s,United_States__United_States_003062,D00,2,3,0
YOLO11s,United_States__United_States_003067,D00,1,2,1
YOLO11s,United_States__United_States_003067,D10,0,2,1
YOLO11s,United_States__United_States_003074,D00,3,2,0
YOLO11s,United_States__United_States_003074,D10,0,0,1
YOLO11s,United_States__United_States_003074,D20,1,3,0
YOLO11s,United_States__United_States_003076,D00,0,2,0
YOLO11s,United_States__United_States_003076,D10,1,1,0
YOLO11s,United_States__United_States_003078,D00,1,0,0
YOLO11s,United_States__United_States_003081,D00,0,2,1
YOLO11s,United_States__United_States_003081,D10,1,1,0
YOLO11s,United_States__United_States_003084,D10,1,0,1
YOLO11s,United_States__United_States_003084,D20,1,1,0
YOLO11s,United_States__United_States_003085,D00,1,0,0
YOLO11s,United_States__United_States_003085,D10,1,1,1
YOLO11s,United_States__United_States_003093,D00,0,0,2
YOLO11s,United_States__United_States_003093,D10,0,0,2
YOLO11s,United_States__United_States_003093,D20,0,2,0
YOLO11s,United_States__United_States_003119,D10,1,1,0
YOLO11s,United_States__United_States_003127,D00,0,3,0
YOLO11s,United_States__United_States_003127,D20,0,0,1
YOLO11s,United_States__United_States_003142,D00,1,0,1
YOLO11s,United_States__United_States_003148,D00,1,0,0
